,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Area (km2),Population,Population Density,Growth Factor of New Cases,Increasing
21168,2020-04-10,Gorontalo,1,0,0,1,2,0,4,-2,11257,1180651,104.88,0.0,0
21169,2020-04-11,Gorontalo,0,0,0,0,2,0,4,-2,11257,1180651,104.88,0.0,0
21170,2020-04-12,Gorontalo,0,0,0,0,2,0,4,-2,11257,1180651,104.88,0.0,0
21171,2020-04-13,Gorontalo,0,0,0,0,2,0,4,-2,11257,1180651,104.88,0.0,0
21172,2020-04-14,Gorontalo,0,0,0,0,2,0,4,-2,11257,1180651,104.88,0.0,0
21173,2020-04-15,Gorontalo,0,0,0,0,2,0,4,-2,11257,1180651,104.88,0.0,0
21174,2020-04-16,Gorontalo,3,0,0,3,5,0,4,1,11257,1180651,104.88,0.0,0
21175,2020-04-17,Gorontalo,0,0,0,0,5,0,4,1,11257,1180651,104.88,0.0,0
21176,2020-04-18,Gorontalo,0,0,0,0,5,0,4,1,11257,1180651,104.88,0.0,0
21177,2020-04-19,Gorontalo,0,0,0,0,5,0,4,1,11257,1180651,104.88,0.0,0
21178,2020-04-20,Gorontalo,0,0,0,0,5,0,4,1,11257,1180651,104.88,0.0,0
21179,2020-04-21,Gorontalo,3,1,0,2,8,1,4,3,11257,1180651,104.88,0.0,0
21180,2020-04-22,Gorontalo,0,0,0,0,8,1,4,3,11257,1180651,104.88,0.0,0
21181,2020-04-23,Gorontalo,0,0,0,0,8,1,4,3,11257,1180651,104.88,0.0,0
21182,2020-04-24,Gorontalo,5,0,0,5,13,1,4,8,11257,1180651,104.88,0.0,0
21183,2020-04-25,Gorontalo,2,0,0,2,15,1,4,10,11257,1180651,104.88,0.4,0
21184,2020-04-26,Gorontalo,0,0,0,0,15,1,4,10,11257,1180651,104.88,0.0,0
21185,2020-04-27,Gorontalo,0,0,0,0,15,1,4,10,11257,1180651,104.88,0.0,0
21186,2020-04-28,Gorontalo,1,0,2,-1,16,1,6,9,11257,1180651,104.88,0.0,0
21187,2020-04-29,Gorontalo,0,0,0,0,16,1,6,9,11257,1180651,104.88,0.0,0
21188,2020-04-30,Gorontalo,0,0,0,0,16,1,6,9,11257,1180651,104.88,0.0,0
21189,2020-05-01,Gorontalo,0,0,0,0,16,1,6,9,11257,1180651,104.88,0.0,0
21190,2020-05-02,Gorontalo,0,0,0,0,16,1,6,9,11257,1180651,104.88,0.0,0
21191,2020-05-03,Gorontalo,0,0,0,0,16,1,6,9,11257,1180651,104.88,0.0,0
21192,2020-05-04,Gorontalo,0,0,0,0,16,1,6,9,11257,1180651,104.88,0.0,0
21193,2020-05-05,Gorontalo,0,0,4,-4,16,1,10,5,11257,1180651,104.88,0.0,0
21194,2020-05-06,Gorontalo,0,0,1,-1,16,1,11,4,11257,1180651,104.88,0.0,0
21195,2020-05-07,Gorontalo,4,0,0,4,20,1,11,8,11257,1180651,104.88,0.0,0
21196,2020-05-08,Gorontalo,0,0,3,-3,20,1,14,5,11257,1180651,104.88,0.0,0
21197,2020-05-09,Gorontalo,0,0,0,0,20,1,14,5,11257,1180651,104.88,0.0,0
21198,2020-05-10,Gorontalo,0,0,1,-1,20,1,15,4,11257,1180651,104.88,0.0,0
21199,2020-05-11,Gorontalo,0,0,0,0,20,1,15,4,11257,1180651,104.88,0.0,0
21200,2020-05-12,Gorontalo,0,0,0,0,20,1,15,4,11257,1180651,104.88,0.0,0
21201,2020-05-13,Gorontalo,0,0,1,-1,20,1,16,3,11257,1180651,104.88,0.0,0
21202,2020-05-14,Gorontalo,2,0,1,1,22,1,17,4,11257,1180651,104.88,0.0,0
21203,2020-05-15,Gorontalo,1,0,1,0,23,1,18,4,11257,1180651,104.88,0.5,0
21204,2020-05-16,Gorontalo,1,1,0,0,24,2,18,4,11257,1180651,104.88,1.0,1
21205,2020-05-17,Gorontalo,1,0,0,1,25,2,18,5,11257,1180651,104.88,1.0,1
21206,2020-05-18,Gorontalo,4,0,0,4,29,2,18,9,11257,1180651,104.88,4.0,1
21207,2020-05-19,Gorontalo,0,0,0,0,29,2,18,9,11257,1180651,104.88,0.0,0
21208,2020-05-20,Gorontalo,0,0,1,-1,29,2,19,8,11257,1180651,104.88,0.0,0
21209,2020-05-21,Gorontalo,16,0,0,16,45,2,19,24,11257,1180651,104.88,0.0,0
21210,2020-05-22,Gorontalo,3,0,2,1,48,2,21,25,11257,1180651,104.88,0.1875,0
21211,2020-05-23,Gorontalo,2,0,1,1,50,2,22,26,11257,1180651,104.88,0.6666666666666666,0
21212,2020-05-24,Gorontalo,9,0,0,9,59,2,22,35,11257,1180651,104.88,4.5,1
21213,2020-05-25,Gorontalo,0,0,0,0,59,2,22,35,11257,1180651,104.88,0.0,0
21214,2020-05-26,Gorontalo,0,0,0,0,59,2,22,35,11257,1180651,104.88,0.0,0
21215,2020-05-27,Gorontalo,2,0,0,2,61,2,22,37,11257,1180651,104.88,0.0,0
21216,2020-05-28,Gorontalo,5,1,1,3,66,3,23,40,11257,1180651,104.88,2.5,1
21217,2020-05-29,Gorontalo,3,0,4,-1,69,3,27,39,11257,1180651,104.88,0.6,0
21218,2020-05-30,Gorontalo,1,2,0,-1,70,5,27,38,11257,1180651,104.88,0.3333333333333333,0
21219,2020-05-31,Gorontalo,25,1,3,21,95,6,30,59,11257,1180651,104.88,25.0,1
21220,2020-06-01,Gorontalo,0,0,0,0,95,6,30,59,11257,1180651,104.88,0.0,0
21221,2020-06-02,Gorontalo,14,0,3,11,109,6,33,70,11257,1180651,104.88,0.0,0
21222,2020-06-03,Gorontalo,10,0,0,10,119,6,33,80,11257,1180651,104.88,0.7142857142857143,0
21223,2020-06-04,Gorontalo,3,0,1,2,122,6,34,82,11257,1180651,104.88,0.3,0
21224,2020-06-05,Gorontalo,0,0,4,-4,122,6,38,78,11257,1180651,104.88,0.0,0
21225,2020-06-06,Gorontalo,5,0,21,-16,127,6,59,62,11257,1180651,104.88,0.0,0
21226,2020-06-07,Gorontalo,8,0,4,4,135,6,63,66,11257,1180651,104.88,1.6,1
21227,2020-06-08,Gorontalo,0,1,4,-5,135,7,67,61,11257,1180651,104.88,0.0,0
21228,2020-06-09,Gorontalo,5,0,7,-2,140,7,74,59,11257,1180651,104.88,0.0,0
21229,2020-06-10,Gorontalo,6,0,2,4,146,7,76,63,11257,1180651,104.88,1.2,1
21230,2020-06-11,Gorontalo,3,0,10,-7,149,7,86,56,11257,1180651,104.88,0.5,0
21231,2020-06-12,Gorontalo,33,0,1,32,182,7,87,88,11257,1180651,104.88,11.0,1
21232,2020-06-13,Gorontalo,4,1,0,3,186,8,87,91,11257,1180651,104.88,0.12121212121212122,0
21233,2020-06-14,Gorontalo,0,0,8,-8,186,8,95,83,11257,1180651,104.88,0.0,0
21234,2020-06-15,Gorontalo,23,0,1,22,209,8,96,105,11257,1180651,104.88,0.0,0
21235,2020-06-16,Gorontalo,6,0,2,4,215,8,98,109,11257,1180651,104.88,0.2608695652173913,0
21236,2020-06-17,Gorontalo,0,0,32,-32,215,8,130,77,11257,1180651,104.88,0.0,0
21237,2020-06-18,Gorontalo,0,0,0,0,215,8,130,77,11257,1180651,104.88,0.0,0
21238,2020-06-19,Gorontalo,6,0,0,6,221,8,130,83,11257,1180651,104.88,0.0,0
21239,2020-06-20,Gorontalo,0,0,13,-13,221,8,143,70,11257,1180651,104.88,0.0,0
21240,2020-06-21,Gorontalo,7,0,1,6,228,8,144,76,11257,1180651,104.88,0.0,0
21241,2020-06-22,Gorontalo,3,0,5,-2,231,8,149,74,11257,1180651,104.88,0.42857142857142855,0
21242,2020-06-23,Gorontalo,1,0,30,-29,232,8,179,45,11257,1180651,104.88,0.3333333333333333,0
21243,2020-06-24,Gorontalo,7,0,0,7,239,8,179,52,11257,1180651,104.88,7.0,1
21244,2020-06-25,Gorontalo,5,0,26,-21,244,8,205,31,11257,1180651,104.88,0.7142857142857143,0
21245,2020-06-26,Gorontalo,0,0,0,0,244,8,205,31,11257,1180651,104.88,0.0,0
21246,2020-06-27,Gorontalo,0,0,0,0,244,8,205,31,11257,1180651,104.88,0.0,0
21247,2020-06-28,Gorontalo,0,0,0,0,244,8,205,31,11257,1180651,104.88,0.0,0
21248,2020-06-29,Gorontalo,0,1,12,-13,244,9,217,18,11257,1180651,104.88,0.0,0
21249,2020-06-30,Gorontalo,6,1,0,5,250,10,217,23,11257,1180651,104.88,0.0,0
21250,2020-07-01,Gorontalo,0,1,10,-11,250,11,227,12,11257,1180651,104.88,0.0,0
21251,2020-07-02,Gorontalo,7,0,3,4,257,11,230,16,11257,1180651,104.88,0.0,0
21252,2020-07-03,Gorontalo,5,0,0,5,262,11,230,21,11257,1180651,104.88,0.7142857142857143,0
21253,2020-07-04,Gorontalo,8,0,1,7,270,11,231,28,11257,1180651,104.88,1.6,1
21254,2020-07-05,Gorontalo,0,0,0,0,270,11,231,28,11257,1180651,104.88,0.0,0
21255,2020-07-06,Gorontalo,2,2,0,0,272,13,231,28,11257,1180651,104.88,0.0,0
21256,2020-07-07,Gorontalo,5,2,0,3,277,15,231,31,11257,1180651,104.88,2.5,1
21257,2020-07-08,Gorontalo,10,2,0,8,287,17,231,39,11257,1180651,104.88,2.0,1
21258,2020-07-09,Gorontalo,0,0,0,0,287,17,231,39,11257,1180651,104.88,0.0,0
21259,2020-07-10,Gorontalo,30,0,2,28,317,17,233,67,11257,1180651,104.88,0.0,0
21260,2020-07-11,Gorontalo,29,0,1,28,346,17,234,95,11257,1180651,104.88,0.9666666666666667,0
21261,2020-07-12,Gorontalo,14,0,2,12,360,17,236,107,11257,1180651,104.88,0.4827586206896552,0
21262,2020-07-13,Gorontalo,4,3,5,-4,364,20,241,103,11257,1180651,104.88,0.2857142857142857,0
21263,2020-07-14,Gorontalo,22,0,7,15,386,20,248,118,11257,1180651,104.88,5.5,1
21264,2020-07-15,Gorontalo,7,0,13,-6,393,20,261,112,11257,1180651,104.88,0.3181818181818182,0
21265,2020-07-16,Gorontalo,24,1,9,14,417,21,270,126,11257,1180651,104.88,3.4285714285714284,1
21266,2020-07-17,Gorontalo,9,3,35,-29,426,24,305,97,11257,1180651,104.88,0.375,0
21267,2020-07-18,Gorontalo,1,2,3,-4,427,26,308,93,11257,1180651,104.88,0.1111111111111111,0
21268,2020-07-19,Gorontalo,6,0,7,-1,433,26,315,92,11257,1180651,104.88,6.0,1
21269,2020-07-20,Gorontalo,105,2,0,103,538,28,315,195,11257,1180651,104.88,17.5,1
21270,2020-07-21,Gorontalo,79,1,0,78,617,29,315,273,11257,1180651,104.88,0.7523809523809524,0
21271,2020-07-22,Gorontalo,0,1,0,-1,617,30,315,272,11257,1180651,104.88,0.0,0
21272,2020-07-23,Gorontalo,4,1,11,-8,621,31,326,264,11257,1180651,104.88,0.0,0
21273,2020-07-24,Gorontalo,74,0,11,63,695,31,337,327,11257,1180651,104.88,18.5,1
21274,2020-07-25,Gorontalo,102,0,13,89,797,31,350,416,11257,1180651,104.88,1.3783783783783783,1
21275,2020-07-26,Gorontalo,24,2,35,-13,821,33,385,403,11257,1180651,104.88,0.23529411764705882,0
21276,2020-07-27,Gorontalo,31,0,15,16,852,33,400,419,11257,1180651,104.88,1.2916666666666667,1
21277,2020-07-28,Gorontalo,4,0,42,-38,856,33,442,381,11257,1180651,104.88,0.12903225806451613,0
21278,2020-07-29,Gorontalo,102,0,11,91,958,33,453,472,11257,1180651,104.88,25.5,1
21279,2020-07-30,Gorontalo,58,0,18,40,1016,33,471,512,11257,1180651,104.88,0.5686274509803921,0
21280,2020-07-31,Gorontalo,0,0,76,-76,1016,33,547,436,11257,1180651,104.88,0.0,0
21281,2020-08-01,Gorontalo,142,1,45,96,1158,34,592,532,11257,1180651,104.88,0.0,0
21282,2020-08-02,Gorontalo,127,0,61,66,1285,34,653,598,11257,1180651,104.88,0.8943661971830986,0
21283,2020-08-03,Gorontalo,37,1,49,-13,1322,35,702,585,11257,1180651,104.88,0.29133858267716534,0
21284,2020-08-04,Gorontalo,65,2,63,0,1387,37,765,585,11257,1180651,104.88,1.7567567567567568,1
21285,2020-08-05,Gorontalo,40,0,31,9,1427,37,796,594,11257,1180651,104.88,0.6153846153846154,0
21286,2020-08-06,Gorontalo,4,0,121,-117,1431,37,917,477,11257,1180651,104.88,0.1,0
21287,2020-08-07,Gorontalo,38,0,102,-64,1469,37,1019,413,11257,1180651,104.88,9.5,1
21288,2020-08-08,Gorontalo,80,0,98,-18,1549,37,1117,395,11257,1180651,104.88,2.1052631578947367,1
21289,2020-08-09,Gorontalo,7,2,0,5,1556,39,1117,400,11257,1180651,104.88,0.0875,0
21290,2020-08-10,Gorontalo,58,1,19,38,1614,40,1136,438,11257,1180651,104.88,8.285714285714286,1
21291,2020-08-11,Gorontalo,3,0,56,-53,1617,40,1192,385,11257,1180651,104.88,0.05172413793103448,0
21292,2020-08-12,Gorontalo,47,1,32,14,1664,41,1224,399,11257,1180651,104.88,15.666666666666666,1
21293,2020-08-13,Gorontalo,8,0,24,-16,1672,41,1248,383,11257,1180651,104.88,0.1702127659574468,0
21294,2020-08-14,Gorontalo,3,2,25,-24,1675,43,1273,359,11257,1180651,104.88,0.375,0
21295,2020-08-15,Gorontalo,40,1,18,21,1715,44,1291,380,11257,1180651,104.88,13.333333333333334,1
21296,2020-08-16,Gorontalo,6,0,16,-10,1721,44,1307,370,11257,1180651,104.88,0.15,0
21297,2020-08-17,Gorontalo,67,2,4,61,1788,46,1311,431,11257,1180651,104.88,11.166666666666666,1
21298,2020-08-18,Gorontalo,33,0,52,-19,1821,46,1363,412,11257,1180651,104.88,0.4925373134328358,0
21299,2020-08-19,Gorontalo,54,0,39,15,1875,46,1402,427,11257,1180651,104.88,1.6363636363636365,1
21300,2020-08-20,Gorontalo,0,0,47,-47,1875,46,1449,380,11257,1180651,104.88,0.0,0
21301,2020-08-21,Gorontalo,12,2,28,-18,1887,48,1477,362,11257,1180651,104.88,0.0,0
21302,2020-08-22,Gorontalo,0,0,32,-32,1887,48,1509,330,11257,1180651,104.88,0.0,0
21303,2020-08-23,Gorontalo,72,1,7,64,1959,49,1516,394,11257,1180651,104.88,0.0,0
21304,2020-08-24,Gorontalo,0,1,50,-51,1959,50,1566,343,11257,1180651,104.88,0.0,0
21305,2020-08-25,Gorontalo,11,0,0,11,1970,50,1566,354,11257,1180651,104.88,0.0,0
21306,2020-08-26,Gorontalo,0,0,27,-27,1970,50,1593,327,11257,1180651,104.88,0.0,0
21307,2020-08-27,Gorontalo,53,0,11,42,2023,50,1604,369,11257,1180651,104.88,0.0,0
21308,2020-08-28,Gorontalo,12,1,151,-140,2035,51,1755,229,11257,1180651,104.88,0.22641509433962265,0
21309,2020-08-29,Gorontalo,6,2,13,-9,2041,53,1768,220,11257,1180651,104.88,0.5,0
21310,2020-08-30,Gorontalo,0,0,5,-5,2041,53,1773,215,11257,1180651,104.88,0.0,0
21311,2020-08-31,Gorontalo,0,1,16,-17,2041,54,1789,198,11257,1180651,104.88,0.0,0
21312,2020-09-01,Gorontalo,34,0,27,7,2075,54,1816,205,11257,1180651,104.88,0.0,0
21313,2020-09-02,Gorontalo,15,0,17,-2,2090,54,1833,203,11257,1180651,104.88,0.4411764705882353,0
21314,2020-09-03,Gorontalo,61,1,16,44,2151,55,1849,247,11257,1180651,104.88,4.066666666666666,1
21315,2020-09-04,Gorontalo,9,0,6,3,2160,55,1855,250,11257,1180651,104.88,0.14754098360655737,0
21316,2020-09-05,Gorontalo,22,4,20,-2,2182,59,1875,248,11257,1180651,104.88,2.4444444444444446,1
21317,2020-09-06,Gorontalo,4,0,4,0,2186,59,1879,248,11257,1180651,104.88,0.18181818181818182,0
21318,2020-09-07,Gorontalo,15,0,26,-11,2201,59,1905,237,11257,1180651,104.88,3.75,1
21319,2020-09-08,Gorontalo,24,1,11,12,2225,60,1916,249,11257,1180651,104.88,1.6,1
21320,2020-09-09,Gorontalo,16,0,7,9,2241,60,1923,258,11257,1180651,104.88,0.6666666666666666,0
21321,2020-09-10,Gorontalo,28,1,28,-1,2269,61,1951,257,11257,1180651,104.88,1.75,1
21322,2020-09-11,Gorontalo,2,1,8,-7,2271,62,1959,250,11257,1180651,104.88,0.07142857142857142,0
21323,2020-09-12,Gorontalo,11,0,8,3,2282,62,1967,253,11257,1180651,104.88,5.5,1
21324,2020-09-13,Gorontalo,32,2,4,26,2314,64,1971,279,11257,1180651,104.88,2.909090909090909,1
21325,2020-09-14,Gorontalo,0,2,48,-50,2314,66,2019,229,11257,1180651,104.88,0.0,0
21326,2020-09-15,Gorontalo,16,0,39,-23,2330,66,2058,206,11257,1180651,104.88,0.0,0
21327,2020-09-16,Gorontalo,6,0,23,-17,2336,66,2081,189,11257,1180651,104.88,0.375,0
21328,2020-09-17,Gorontalo,5,0,11,-6,2341,66,2092,183,11257,1180651,104.88,0.8333333333333334,0
21329,2020-09-18,Gorontalo,12,2,17,-7,2353,68,2109,176,11257,1180651,104.88,2.4,1
21330,2020-09-19,Gorontalo,22,0,12,10,2375,68,2121,186,11257,1180651,104.88,1.8333333333333333,1
21331,2020-09-20,Gorontalo,60,0,3,57,2435,68,2124,243,11257,1180651,104.88,2.727272727272727,1
21332,2020-09-21,Gorontalo,2,0,20,-18,2437,68,2144,225,11257,1180651,104.88,0.03333333333333333,0
21333,2020-09-22,Gorontalo,4,2,11,-9,2441,70,2155,216,11257,1180651,104.88,2.0,1
21334,2020-09-23,Gorontalo,48,2,15,31,2489,72,2170,247,11257,1180651,104.88,12.0,1
21335,2020-09-24,Gorontalo,0,0,21,-21,2489,72,2191,226,11257,1180651,104.88,0.0,0
21336,2020-09-25,Gorontalo,45,2,9,34,2534,74,2200,260,11257,1180651,104.88,0.0,0
21337,2020-09-26,Gorontalo,5,0,6,-1,2539,74,2206,259,11257,1180651,104.88,0.1111111111111111,0
21338,2020-09-27,Gorontalo,33,0,12,21,2572,74,2218,280,11257,1180651,104.88,6.6,1
21339,2020-09-28,Gorontalo,87,0,10,77,2659,74,2228,357,11257,1180651,104.88,2.6363636363636362,1
21340,2020-09-29,Gorontalo,12,0,16,-4,2671,74,2244,353,11257,1180651,104.88,0.13793103448275862,0
21341,2020-09-30,Gorontalo,82,1,20,61,2753,75,2264,414,11257,1180651,104.88,6.833333333333333,1
21342,2020-10-01,Gorontalo,6,0,35,-29,2759,75,2299,385,11257,1180651,104.88,0.07317073170731707,0
21343,2020-10-02,Gorontalo,16,0,21,-5,2775,75,2320,380,11257,1180651,104.88,2.6666666666666665,1
21344,2020-10-03,Gorontalo,0,0,9,-9,2775,75,2329,371,11257,1180651,104.88,0.0,0
21345,2020-10-04,Gorontalo,41,0,31,10,2816,75,2360,381,11257,1180651,104.88,0.0,0
21346,2020-10-05,Gorontalo,23,1,33,-11,2839,76,2393,370,11257,1180651,104.88,0.5609756097560976,0
21347,2020-10-06,Gorontalo,0,0,27,-27,2839,76,2420,343,11257,1180651,104.88,0.0,0
21348,2020-10-07,Gorontalo,83,0,24,59,2922,76,2444,402,11257,1180651,104.88,0.0,0
21349,2020-10-08,Gorontalo,9,1,0,8,2931,77,2444,410,11257,1180651,104.88,0.10843373493975904,0
21350,2020-10-09,Gorontalo,2,0,106,-104,2933,77,2550,306,11257,1180651,104.88,0.2222222222222222,0
21351,2020-10-10,Gorontalo,7,0,28,-21,2940,77,2578,285,11257,1180651,104.88,3.5,1
21352,2020-10-11,Gorontalo,7,0,36,-29,2947,77,2614,256,11257,1180651,104.88,1.0,1
21353,2020-10-12,Gorontalo,2,0,46,-44,2949,77,2660,212,11257,1180651,104.88,0.2857142857142857,0
21354,2020-10-13,Gorontalo,0,0,36,-36,2949,77,2696,176,11257,1180651,104.88,0.0,0
21355,2020-10-14,Gorontalo,10,0,16,-6,2959,77,2712,170,11257,1180651,104.88,0.0,0
21356,2020-10-15,Gorontalo,1,1,48,-48,2960,78,2760,122,11257,1180651,104.88,0.1,0
21357,2020-10-16,Gorontalo,4,0,0,4,2964,78,2760,126,11257,1180651,104.88,4.0,1
21358,2020-10-17,Gorontalo,0,0,17,-17,2964,78,2777,109,11257,1180651,104.88,0.0,0
21359,2020-10-18,Gorontalo,3,0,0,3,2967,78,2777,112,11257,1180651,104.88,0.0,0
21360,2020-10-19,Gorontalo,2,0,22,-20,2969,78,2799,92,11257,1180651,104.88,0.6666666666666666,0
21361,2020-10-20,Gorontalo,0,1,1,-2,2969,79,2800,90,11257,1180651,104.88,0.0,0
21362,2020-10-21,Gorontalo,3,1,4,-2,2972,80,2804,88,11257,1180651,104.88,0.0,0
21363,2020-10-22,Gorontalo,3,0,13,-10,2975,80,2817,78,11257,1180651,104.88,1.0,1
21364,2020-10-23,Gorontalo,0,0,0,0,2975,80,2817,78,11257,1180651,104.88,0.0,0
21365,2020-10-24,Gorontalo,7,0,2,5,2982,80,2819,83,11257,1180651,104.88,0.0,0
21366,2020-10-25,Gorontalo,19,4,18,-3,3001,84,2837,80,11257,1180651,104.88,2.7142857142857144,1
21367,2020-10-26,Gorontalo,2,0,3,-1,3003,84,2840,79,11257,1180651,104.88,0.10526315789473684,0
21368,2020-10-27,Gorontalo,2,0,1,1,3005,84,2841,80,11257,1180651,104.88,1.0,1
21369,2020-10-28,Gorontalo,2,0,0,2,3007,84,2841,82,11257,1180651,104.88,1.0,1
21370,2020-10-29,Gorontalo,0,0,6,-6,3007,84,2847,76,11257,1180651,104.88,0.0,0
21371,2020-10-30,Gorontalo,10,0,2,8,3017,84,2849,84,11257,1180651,104.88,0.0,0
