,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Increasing
0,2020-03-02,Indonesia,2.0,0.0,0.0,2,2,0,0,2,0
1,2020-03-03,Indonesia,0.0,0.0,0.0,0,2,0,0,2,0
2,2020-03-04,Indonesia,0.0,0.0,0.0,0,2,0,0,2,0
3,2020-03-05,Indonesia,0.0,0.0,0.0,0,2,0,0,2,0
4,2020-03-06,Indonesia,2.0,0.0,0.0,2,4,0,0,4,0
5,2020-03-07,Indonesia,0.0,0.0,0.0,0,4,0,0,4,0
6,2020-03-08,Indonesia,2.0,0.0,0.0,2,6,0,0,6,0
7,2020-03-09,Indonesia,13.0,0.0,0.0,13,19,0,0,19,1
8,2020-03-10,Indonesia,8.0,0.0,2.0,6,27,0,2,25,0
9,2020-03-11,Indonesia,7.0,1.0,0.0,6,34,1,2,31,0
10,2020-03-12,Indonesia,0.0,0.0,0.0,0,34,1,2,31,0
11,2020-03-13,Indonesia,35.0,3.0,0.0,32,69,4,2,63,0
12,2020-03-14,Indonesia,27.0,1.0,6.0,20,96,5,8,83,0
13,2020-03-15,Indonesia,21.0,0.0,0.0,21,117,5,8,104,0
14,2020-03-16,Indonesia,17.0,0.0,0.0,17,134,5,8,121,0
15,2020-03-17,Indonesia,38.0,0.0,1.0,37,172,5,9,158,1
16,2020-03-18,Indonesia,55.0,14.0,2.0,39,227,19,11,197,1
17,2020-03-19,Indonesia,82.0,6.0,4.0,72,309,25,15,269,1
18,2020-03-20,Indonesia,60.0,7.0,2.0,51,369,32,17,320,0
19,2020-03-21,Indonesia,81.0,6.0,3.0,72,450,38,20,392,1
20,2020-03-22,Indonesia,64.0,10.0,9.0,45,514,48,29,437,0
21,2020-03-23,Indonesia,65.0,1.0,1.0,63,579,49,30,500,1
22,2020-03-24,Indonesia,106.0,6.0,0.0,100,685,55,30,600,1
23,2020-03-25,Indonesia,105.0,3.0,1.0,101,790,58,31,701,0
24,2020-03-26,Indonesia,103.0,20.0,4.0,79,893,78,35,780,0
25,2020-03-27,Indonesia,153.0,9.0,11.0,133,1046,87,46,913,1
26,2020-03-28,Indonesia,109.0,15.0,13.0,81,1155,102,59,994,0
27,2020-03-29,Indonesia,130.0,12.0,5.0,113,1285,114,64,1107,1
28,2020-03-30,Indonesia,129.0,8.0,11.0,110,1414,122,75,1217,0
29,2020-03-31,Indonesia,114.0,14.0,6.0,94,1528,136,81,1311,0
30,2020-04-01,Indonesia,149.0,21.0,22.0,106,1677,157,103,1417,1
31,2020-04-02,Indonesia,113.0,13.0,9.0,91,1790,170,112,1508,0
32,2020-04-03,Indonesia,196.0,11.0,22.0,163,1986,181,134,1671,1
33,2020-04-04,Indonesia,106.0,10.0,16.0,80,2092,191,150,1751,0
34,2020-04-05,Indonesia,181.0,7.0,14.0,160,2273,198,164,1911,1
35,2020-04-06,Indonesia,218.0,11.0,28.0,179,2491,209,192,2090,1
36,2020-04-07,Indonesia,247.0,12.0,12.0,223,2738,221,204,2313,1
37,2020-04-08,Indonesia,218.0,19.0,18.0,181,2956,240,222,2494,0
38,2020-04-09,Indonesia,337.0,40.0,30.0,267,3293,280,252,2761,1
39,2020-04-10,Indonesia,219.0,26.0,30.0,163,3512,306,282,2924,0
40,2020-04-11,Indonesia,330.0,21.0,4.0,305,3842,327,286,3229,1
41,2020-04-12,Indonesia,399.0,46.0,73.0,280,4241,373,359,3509,1
42,2020-04-13,Indonesia,316.0,26.0,21.0,269,4557,399,380,3778,0
43,2020-04-14,Indonesia,282.0,60.0,46.0,176,4839,459,426,3954,0
44,2020-04-15,Indonesia,297.0,10.0,20.0,267,5136,469,446,4221,1
45,2020-04-16,Indonesia,380.0,27.0,102.0,251,5516,496,548,4472,1
46,2020-04-17,Indonesia,407.0,24.0,59.0,324,5923,520,607,4796,1
47,2020-04-18,Indonesia,325.0,15.0,24.0,286,6248,535,631,5082,0
48,2020-04-19,Indonesia,327.0,47.0,55.0,225,6575,582,686,5307,1
49,2020-04-20,Indonesia,185.0,8.0,61.0,116,6760,590,747,5423,0
50,2020-04-21,Indonesia,375.0,26.0,95.0,254,7135,616,842,5677,1
51,2020-04-22,Indonesia,283.0,19.0,71.0,193,7418,635,913,5870,0
52,2020-04-23,Indonesia,357.0,12.0,47.0,298,7775,647,960,6168,1
53,2020-04-24,Indonesia,436.0,42.0,42.0,352,8211,689,1002,6520,1
54,2020-04-25,Indonesia,396.0,31.0,40.0,325,8607,720,1042,6845,0
55,2020-04-26,Indonesia,275.0,23.0,65.0,187,8882,743,1107,7032,0
56,2020-04-27,Indonesia,214.0,22.0,44.0,148,9096,765,1151,7180,0
57,2020-04-28,Indonesia,415.0,8.0,103.0,304,9511,773,1254,7484,1
58,2020-04-29,Indonesia,260.0,11.0,137.0,112,9771,784,1391,7596,0
59,2020-04-30,Indonesia,347.0,8.0,131.0,208,10118,792,1522,7804,1
60,2020-05-01,Indonesia,433.0,8.0,69.0,356,10551,800,1591,8160,1
61,2020-05-02,Indonesia,292.0,31.0,74.0,187,10843,831,1665,8347,0
62,2020-05-03,Indonesia,349.0,14.0,211.0,124,11192,845,1876,8471,1
63,2020-05-04,Indonesia,395.0,19.0,78.0,298,11587,864,1954,8769,1
64,2020-05-05,Indonesia,484.0,8.0,243.0,233,12071,872,2197,9002,1
65,2020-05-06,Indonesia,367.0,23.0,120.0,224,12438,895,2317,9226,0
66,2020-05-07,Indonesia,338.0,35.0,64.0,239,12776,930,2381,9465,0
67,2020-05-08,Indonesia,336.0,13.0,113.0,210,13112,943,2494,9675,0
68,2020-05-09,Indonesia,533.0,16.0,113.0,404,13645,959,2607,10079,1
69,2020-05-10,Indonesia,387.0,14.0,91.0,282,14032,973,2698,10361,0
70,2020-05-11,Indonesia,233.0,18.0,183.0,32,14265,991,2881,10393,0
71,2020-05-12,Indonesia,484.0,16.0,182.0,286,14749,1007,3063,10679,1
72,2020-05-13,Indonesia,689.0,21.0,224.0,444,15438,1028,3287,11123,1
73,2020-05-14,Indonesia,568.0,15.0,231.0,322,16006,1043,3518,11445,0
74,2020-05-15,Indonesia,490.0,33.0,285.0,172,16496,1076,3803,11617,0
75,2020-05-16,Indonesia,529.0,13.0,108.0,408,17025,1089,3911,12025,1
76,2020-05-17,Indonesia,489.0,59.0,218.0,212,17514,1148,4129,12237,0
77,2020-05-18,Indonesia,496.0,43.0,195.0,258,18010,1191,4324,12495,1
78,2020-05-19,Indonesia,486.0,30.0,143.0,313,18496,1221,4467,12808,0
79,2020-05-20,Indonesia,693.0,21.0,108.0,564,19189,1242,4575,13372,1
80,2020-05-21,Indonesia,973.0,36.0,263.0,674,20162,1278,4838,14046,1
81,2020-05-22,Indonesia,634.0,48.0,219.0,367,20796,1326,5057,14413,0
82,2020-05-23,Indonesia,949.0,25.0,192.0,732,21745,1351,5249,15145,1
83,2020-05-24,Indonesia,526.0,21.0,153.0,352,22271,1372,5402,15497,0
84,2020-05-25,Indonesia,479.0,19.0,240.0,220,22750,1391,5642,15717,0
85,2020-05-26,Indonesia,415.0,27.0,235.0,153,23165,1418,5877,15870,0
86,2020-05-27,Indonesia,686.0,55.0,180.0,451,23851,1473,6057,16321,1
87,2020-05-28,Indonesia,687.0,23.0,183.0,481,24538,1496,6240,16802,1
88,2020-05-29,Indonesia,678.0,24.0,252.0,402,25216,1520,6492,17204,0
89,2020-05-30,Indonesia,557.0,53.0,523.0,-19,25773,1573,7015,17185,0
90,2020-05-31,Indonesia,700.0,40.0,293.0,367,26473,1613,7308,17552,1
91,2020-06-01,Indonesia,467.0,28.0,329.0,110,26940,1641,7637,17662,0
92,2020-06-02,Indonesia,609.0,22.0,298.0,289,27549,1663,7935,17951,1
93,2020-06-03,Indonesia,684.0,35.0,471.0,178,28233,1698,8406,18129,1
94,2020-06-04,Indonesia,585.0,23.0,486.0,76,28818,1721,8892,18205,0
95,2020-06-05,Indonesia,703.0,49.0,551.0,103,29521,1770,9443,18308,1
96,2020-06-06,Indonesia,993.0,31.0,464.0,498,30514,1801,9907,18806,1
97,2020-06-07,Indonesia,672.0,50.0,591.0,31,31186,1851,10498,18837,0
98,2020-06-08,Indonesia,847.0,32.0,406.0,409,32033,1883,10904,19246,1
99,2020-06-09,Indonesia,1042.0,40.0,510.0,492,33075,1923,11414,19738,1
100,2020-06-10,Indonesia,1241.0,36.0,715.0,490,34316,1959,12129,20228,1
101,2020-06-11,Indonesia,979.0,41.0,507.0,431,35295,2000,12636,20659,0
102,2020-06-12,Indonesia,1111.0,48.0,577.0,486,36406,2048,13213,21145,1
103,2020-06-13,Indonesia,1014.0,43.0,563.0,408,37420,2091,13776,21553,0
104,2020-06-14,Indonesia,857.0,43.0,755.0,59,38277,2134,14531,21612,0
105,2020-06-15,Indonesia,1017.0,64.0,592.0,361,39294,2198,15123,21973,1
106,2020-06-16,Indonesia,1106.0,33.0,580.0,493,40400,2231,15703,22466,1
107,2020-06-17,Indonesia,1031.0,45.0,540.0,446,41431,2276,16243,22912,0
108,2020-06-18,Indonesia,1331.0,63.0,555.0,713,42762,2339,16798,23625,1
109,2020-06-19,Indonesia,1041.0,34.0,551.0,456,43803,2373,17349,24081,0
110,2020-06-20,Indonesia,1226.0,56.0,534.0,636,45029,2429,17883,24717,1
111,2020-06-21,Indonesia,862.0,36.0,521.0,305,45891,2465,18404,25022,0
112,2020-06-22,Indonesia,954.0,35.0,331.0,588,46845,2500,18735,25610,1
113,2020-06-23,Indonesia,1051.0,35.0,506.0,510,47896,2535,19241,26120,1
114,2020-06-24,Indonesia,1113.0,38.0,417.0,658,49009,2573,19658,26778,1
115,2020-06-25,Indonesia,1178.0,47.0,791.0,340,50187,2620,20449,27118,1
116,2020-06-26,Indonesia,1240.0,63.0,884.0,293,51427,2683,21333,27411,1
117,2020-06-27,Indonesia,1385.0,37.0,576.0,772,52812,2720,21909,28183,1
118,2020-06-28,Indonesia,1198.0,34.0,1027.0,137,54010,2754,22936,28320,0
119,2020-06-29,Indonesia,1082.0,51.0,864.0,167,55092,2805,23800,28487,0
120,2020-06-30,Indonesia,1293.0,71.0,1006.0,216,56385,2876,24806,28703,1
121,2020-07-01,Indonesia,1385.0,58.0,789.0,538,57770,2934,25595,29241,1
122,2020-07-02,Indonesia,1624.0,53.0,1072.0,499,59394,2987,26667,29740,1
123,2020-07-03,Indonesia,1301.0,49.0,901.0,351,60695,3036,27568,30091,0
124,2020-07-04,Indonesia,1447.0,53.0,651.0,743,62142,3089,28219,30834,1
125,2020-07-05,Indonesia,1607.0,82.0,886.0,639,63749,3171,29105,31473,1
126,2020-07-06,Indonesia,1209.0,70.0,814.0,325,64958,3241,29919,31798,0
127,2020-07-07,Indonesia,1268.0,68.0,866.0,334,66226,3309,30785,32132,1
128,2020-07-08,Indonesia,1853.0,50.0,800.0,1003,68079,3359,31585,33135,1
129,2020-07-09,Indonesia,2657.0,58.0,1066.0,1533,70736,3417,32651,34668,1
130,2020-07-10,Indonesia,1611.0,52.0,878.0,681,72347,3469,33529,35349,0
131,2020-07-11,Indonesia,1671.0,66.0,1190.0,415,74018,3535,34719,35764,1
132,2020-07-12,Indonesia,1681.0,71.0,919.0,691,75699,3606,35638,36455,1
133,2020-07-13,Indonesia,1282.0,50.0,1051.0,181,76981,3656,36689,36636,0
134,2020-07-14,Indonesia,1591.0,54.0,947.0,590,78572,3710,37636,37226,1
135,2020-07-15,Indonesia,1522.0,87.0,1414.0,21,80094,3797,39050,37247,0
136,2020-07-16,Indonesia,1574.0,76.0,1295.0,203,81668,3873,40345,37450,1
137,2020-07-17,Indonesia,1462.0,84.0,1489.0,-111,83130,3957,41834,37339,0
138,2020-07-18,Indonesia,1752.0,59.0,1434.0,259,84882,4016,43268,37598,1
139,2020-07-19,Indonesia,1639.0,127.0,2133.0,-621,86521,4143,45401,36977,0
140,2020-07-20,Indonesia,1693.0,96.0,1576.0,21,88214,4239,46977,36998,1
141,2020-07-21,Indonesia,1655.0,81.0,1489.0,85,89869,4320,48466,37083,0
142,2020-07-22,Indonesia,1882.0,139.0,1789.0,-46,91751,4459,50255,37037,1
143,2020-07-23,Indonesia,1906.0,117.0,1909.0,-120,93657,4576,52164,36917,1
144,2020-07-24,Indonesia,1761.0,89.0,1781.0,-109,95418,4665,53945,36808,0
145,2020-07-25,Indonesia,1868.0,49.0,1409.0,410,97286,4714,55354,37218,1
146,2020-07-26,Indonesia,1492.0,67.0,1301.0,124,98778,4781,56655,37342,0
147,2020-07-27,Indonesia,1525.0,57.0,1518.0,-50,100303,4838,58173,37292,1
148,2020-07-28,Indonesia,1748.0,63.0,2366.0,-681,102051,4901,60539,36611,1
149,2020-07-29,Indonesia,2381.0,74.0,1599.0,708,104432,4975,62138,37319,1
150,2020-07-30,Indonesia,1904.0,83.0,2154.0,-333,106336,5058,64292,36986,0
151,2020-07-31,Indonesia,2040.0,73.0,1615.0,352,108376,5131,65907,37338,1
152,2020-08-01,Indonesia,1560.0,62.0,2012.0,-514,109936,5193,67919,36824,0
153,2020-08-02,Indonesia,1519.0,43.0,1056.0,420,111455,5236,68975,37244,0
154,2020-08-03,Indonesia,1679.0,66.0,1262.0,351,113134,5302,70237,37595,1
155,2020-08-04,Indonesia,1922.0,86.0,1813.0,23,115056,5388,72050,37618,1
156,2020-08-05,Indonesia,1815.0,64.0,1839.0,-88,116871,5452,73889,37530,0
157,2020-08-06,Indonesia,1882.0,69.0,1756.0,57,118753,5521,75645,37587,1
158,2020-08-07,Indonesia,2473.0,72.0,1912.0,489,121226,5593,77557,38076,1
159,2020-08-08,Indonesia,2277.0,65.0,1749.0,463,123503,5658,79306,38539,0
160,2020-08-09,Indonesia,1893.0,65.0,1646.0,182,125396,5723,80952,38721,0
161,2020-08-10,Indonesia,1687.0,42.0,1284.0,361,127083,5765,82236,39082,0
162,2020-08-11,Indonesia,1693.0,59.0,1474.0,160,128776,5824,83710,39242,1
163,2020-08-12,Indonesia,1942.0,79.0,2088.0,-225,130718,5903,85798,39017,1
164,2020-08-13,Indonesia,2098.0,65.0,1760.0,273,132816,5968,87558,39290,1
165,2020-08-14,Indonesia,2307.0,53.0,2060.0,194,135123,6021,89618,39484,1
166,2020-08-15,Indonesia,2345.0,50.0,1703.0,592,137468,6071,91321,40076,1
167,2020-08-16,Indonesia,2081.0,79.0,1782.0,220,139549,6150,93103,40296,0
168,2020-08-17,Indonesia,1821.0,57.0,1355.0,409,141370,6207,94458,40705,0
169,2020-08-18,Indonesia,1673.0,70.0,1848.0,-245,143043,6277,96306,40460,0
170,2020-08-19,Indonesia,1902.0,69.0,2351.0,-518,144945,6346,98657,39942,1
171,2020-08-20,Indonesia,2266.0,72.0,2017.0,177,147211,6418,100674,40119,1
172,2020-08-21,Indonesia,2197.0,82.0,2317.0,-202,149408,6500,102991,39917,0
173,2020-08-22,Indonesia,2090.0,94.0,2207.0,-211,151498,6594,105198,39706,0
174,2020-08-23,Indonesia,2037.0,86.0,2302.0,-351,153535,6680,107500,39355,0
175,2020-08-24,Indonesia,1877.0,79.0,3560.0,-1762,155412,6759,111060,37593,0
176,2020-08-25,Indonesia,2447.0,99.0,1807.0,541,157859,6858,112867,38134,1
177,2020-08-26,Indonesia,2306.0,86.0,2542.0,-322,160165,6944,115409,37812,0
178,2020-08-27,Indonesia,2719.0,120.0,3166.0,-567,162884,7064,118575,37245,1
179,2020-08-28,Indonesia,3003.0,105.0,2325.0,573,165887,7169,120900,37818,1
180,2020-08-29,Indonesia,3308.0,92.0,1902.0,1314,169195,7261,122802,39132,1
181,2020-08-30,Indonesia,2858.0,82.0,1383.0,1393,172053,7343,124185,40525,0
182,2020-08-31,Indonesia,2743.0,74.0,1774.0,895,174796,7417,125959,41420,0
183,2020-09-01,Indonesia,2775.0,88.0,2098.0,589,177571,7505,128057,42009,1
184,2020-09-02,Indonesia,3075.0,111.0,1914.0,1050,180646,7616,129971,43059,1
185,2020-09-03,Indonesia,3622.0,134.0,2084.0,1404,184268,7750,132055,44463,1
186,2020-09-04,Indonesia,3269.0,82.0,2126.0,1061,187537,7832,134181,45524,0
187,2020-09-05,Indonesia,3128.0,108.0,2220.0,800,190665,7940,136401,46324,0
188,2020-09-06,Indonesia,3444.0,85.0,2174.0,1185,194109,8025,138575,47509,1
189,2020-09-07,Indonesia,2880.0,105.0,2077.0,698,196989,8130,140652,48207,0
190,2020-09-08,Indonesia,3046.0,100.0,2306.0,640,200035,8230,142958,48847,1
191,2020-09-09,Indonesia,3307.0,106.0,2242.0,959,203342,8336,145200,49806,1
192,2020-09-10,Indonesia,3861.0,120.0,2310.0,1431,207203,8456,147510,51237,1
193,2020-09-11,Indonesia,3737.0,88.0,2707.0,942,210940,8544,150217,52179,0
194,2020-09-12,Indonesia,3806.0,106.0,2241.0,1459,214746,8650,152458,53638,1
195,2020-09-13,Indonesia,3636.0,73.0,2552.0,1011,218382,8723,155010,54649,0
196,2020-09-14,Indonesia,3141.0,118.0,3395.0,-372,221523,8841,158405,54277,0
197,2020-09-15,Indonesia,3507.0,124.0,2660.0,723,225030,8965,161065,55000,1
198,2020-09-16,Indonesia,3963.0,135.0,3036.0,792,228993,9100,164101,55792,1
199,2020-09-17,Indonesia,3635.0,122.0,2585.0,928,232628,9222,166686,56720,0
200,2020-09-18,Indonesia,3891.0,114.0,4088.0,-311,236519,9336,170774,56409,1
201,2020-09-19,Indonesia,4168.0,112.0,3576.0,480,240687,9448,174350,56889,1
202,2020-09-20,Indonesia,3989.0,105.0,2977.0,907,244676,9553,177327,57796,0
203,2020-09-21,Indonesia,4176.0,124.0,3470.0,582,248852,9677,180797,58378,1
204,2020-09-22,Indonesia,4071.0,160.0,3501.0,410,252923,9837,184298,58788,0
205,2020-09-23,Indonesia,4465.0,140.0,3660.0,665,257388,9977,187958,59453,1
206,2020-09-24,Indonesia,4634.0,128.0,3895.0,611,262022,10105,191853,60064,1
207,2020-09-25,Indonesia,4823.0,113.0,4343.0,367,266845,10218,196196,60431,1
208,2020-09-26,Indonesia,4494.0,90.0,3207.0,1197,271339,10308,199403,61628,0
209,2020-09-27,Indonesia,3874.0,78.0,3611.0,185,275213,10386,203014,61813,0
210,2020-09-28,Indonesia,3509.0,87.0,3856.0,-434,278722,10473,206870,61379,0
211,2020-09-29,Indonesia,4002.0,128.0,3567.0,307,282724,10601,210437,61686,1
212,2020-09-30,Indonesia,4284.0,139.0,4510.0,-365,287008,10740,214947,61321,1
213,2020-10-01,Indonesia,4174.0,116.0,3540.0,518,291182,10856,218487,61839,0
214,2020-10-02,Indonesia,4317.0,116.0,2853.0,1348,295499,10972,221340,63187,1
215,2020-10-03,Indonesia,4007.0,83.0,3712.0,212,299506,11055,225052,63399,0
216,2020-10-04,Indonesia,3992.0,96.0,3401.0,495,303498,11151,228453,63894,0
217,2020-10-05,Indonesia,3622.0,102.0,4140.0,-620,307120,11253,232593,63274,0
218,2020-10-06,Indonesia,4056.0,121.0,3844.0,91,311176,11374,236437,63365,1
219,2020-10-07,Indonesia,4538.0,98.0,3854.0,586,315714,11472,240291,63951,1
220,2020-10-08,Indonesia,4850.0,108.0,3769.0,973,320564,11580,244060,64924,1
221,2020-10-09,Indonesia,4094.0,97.0,3607.0,390,324658,11677,247667,65314,0
222,2020-10-10,Indonesia,4294.0,88.0,3814.0,392,328952,11765,251481,65706,1
223,2020-10-11,Indonesia,4497.0,79.0,3546.0,872,333449,11844,255027,66578,1
224,2020-10-12,Indonesia,3267.0,91.0,3492.0,-316,336716,11935,258519,66262,0
225,2020-10-13,Indonesia,3906.0,92.0,4777.0,-963,340622,12027,263296,65299,1
226,2020-10-14,Indonesia,4127.0,129.0,4555.0,-557,344749,12156,267851,64742,1
227,2020-10-15,Indonesia,4411.0,112.0,5810.0,-1511,349160,12268,273661,63231,1
228,2020-10-16,Indonesia,4301.0,79.0,3883.0,339,353461,12347,277544,63570,0
229,2020-10-17,Indonesia,4301.0,84.0,4048.0,169,357762,12431,281592,63739,1
230,2020-10-18,Indonesia,4105.0,80.0,3732.0,293,361867,12511,285324,64032,0
231,2020-10-19,Indonesia,3373.0,106.0,3919.0,-652,365240,12617,289243,63380,0
232,2020-10-20,Indonesia,3602.0,117.0,4410.0,-925,368842,12734,293653,62455,1
233,2020-10-21,Indonesia,4267.0,123.0,3856.0,288,373109,12857,297509,62743,1
234,2020-10-22,Indonesia,4432.0,102.0,3497.0,833,377541,12959,301006,63576,1
